Node no.,X,Y,Z
8267,1.72015,0.74366,-13.9134
8268,1.70495,0.8767,-13.8234
8269,1.72791,0.93454,-13.8092
8270,1.79942,0.8456,-13.8954
8271,2.09455,1.99186,-13.9334
8272,2.04228,1.88114,-13.8996
8273,3.01626,2.3909,-14.6262
8274,2.9632,2.31255,-14.5476
8275,3.08086,2.35157,-14.5955
8276,3.17118,2.29282,-14.5303
8277,2.8622,2.27241,-14.4995
8278,2.26076,2.26309,-14.1054
8279,2.17425,2.06964,-14.0068
8280,2.22235,2.13974,-14.0522
8281,2.24364,2.20146,-14.0776
8282,2.31131,2.26544,-14.1774
8283,2.4187,2.2891,-14.3211
8284,2.36294,2.27814,-14.2508
8285,2.47899,2.29674,-14.3815
8286,2.54544,2.30885,-14.4326
8287,2.61695,2.31033,-14.4673
8288,2.70126,2.29694,-14.4853
8289,2.78555,2.27469,-14.4881
8290,3.74342,2.07001,-14.5873
8291,3.70197,2.14333,-14.6344
8292,3.65854,2.21005,-14.679
8293,3.32149,2.34739,-14.6086
8294,3.37925,2.3564,-14.6452
8295,3.43321,2.36005,-14.6893
8296,3.4997,2.3133,-14.6451
8297,3.61314,2.24024,-14.6329
8298,3.559,2.26926,-14.611
8299,3.26953,2.28845,-14.5149
8300,3.33294,2.30179,-14.539
8301,3.3324,2.26721,-14.4823
8302,3.74277,2.06957,-14.4723
8303,3.77839,2.02166,-14.4131
8304,3.79948,1.95577,-14.5298
8305,3.80553,1.964,-14.4401
8306,3.8081,1.97603,-14.3633
8307,3.80915,1.89662,-14.5645
8308,3.26955,0.47377,-14.9357
8309,3.67512,1.38521,-15.1617
8310,3.397,0.80136,-14.8923
8311,3.40264,0.8644,-14.8583
8312,3.59599,1.20994,-15.0638
8313,3.47115,0.9603,-14.9228
8314,3.53981,1.052,-15.0119
8315,3.81064,1.83726,-14.5881
8316,3.78259,1.82499,-14.7341
8317,3.75544,1.76355,-14.8318
8318,3.73231,1.71179,-14.9086
8319,3.71614,1.67059,-14.9783
8320,3.70779,1.62921,-15.0571
8321,3.69184,1.5369,-15.1003
8322,3.67931,1.45178,-15.131
8323,3.33463,0.72034,-14.8418
8324,3.31706,0.65506,-14.8621
8325,3.31111,0.57748,-14.9137
8326,3.33051,0.7656,-14.799
8327,3.19805,0.2198,-15.0342
8328,3.19189,0.3064,-14.9646
8329,3.20866,0.40601,-14.9083
8330,3.14266,0.15168,-15.0358
8331,3.0887,0.10655,-15.0259
8332,2.9528,-0.03198,-15.0572
8333,2.99497,0.04184,-15.01
8334,3.03304,0.11743,-14.9644
8335,2.64599,-0.21144,-15.1244
8336,2.72897,-0.16952,-15.1005
8337,2.8079,-0.08081,-15.0288
8338,2.46462,-0.16172,-15.024
8339,2.55641,-0.13633,-14.9924
8340,2.16614,0.00788,-14.8107
8341,2.17915,-0.05689,-14.9054
8342,2.35545,-0.1156,-14.9649
8343,1.73178,0.6246,-14.0054
8344,1.8084,0.28949,-14.4375
8345,1.89829,0.19346,-14.573
8346,1.9878,0.09387,-14.7057
8347,2.14976,0.07437,-14.7171
8348,1.6939,0.46538,-14.1453
8349,1.76001,0.51896,-14.1066
8350,1.85665,0.34444,-14.3495
8351,1.89112,0.38506,-14.2969
8352,1.98769,1.77752,-13.8633
8353,1.66975,1.09106,-13.719
8354,1.75905,0.99724,-13.8049
8355,1.68975,1.28396,-13.6893
8356,1.75329,1.41594,-13.7182
8357,1.88307,1.65835,-13.7865
8358,1.8288,1.55299,-13.7588
8359,1.94387,1.67934,-13.8381
8360,1.83317,0.75633,-13.9646
8361,1.79219,0.68892,-13.9868
8362,1.88741,0.81704,-13.9614
8363,1.82486,0.91418,-13.8799
8364,1.90876,0.90018,-13.9376
8365,2.13703,1.95715,-13.9839
8366,2.06686,1.82615,-13.9307
8367,3.01791,2.30039,-14.5403
8368,2.94462,2.24492,-14.4837
8369,3.07937,2.29774,-14.5399
8370,3.18851,2.24342,-14.4628
8371,2.82254,2.17205,-14.4079
8372,2.48916,2.22272,-14.3494
8373,2.29955,2.19897,-14.1432
8374,2.24289,2.05084,-14.0762
8375,2.28699,2.1331,-14.118
8376,2.35131,2.20702,-14.2071
8377,2.43691,2.2131,-14.3038
8378,2.39169,2.22758,-14.2637
8379,2.53689,2.20519,-14.3659
8380,2.61096,2.19361,-14.3839
8381,2.70575,2.17555,-14.3925
8382,2.27771,1.98701,-14.1053
8383,3.70274,2.1233,-14.5271
8384,3.66,2.18283,-14.5793
8385,3.39907,2.30416,-14.5598
8386,3.45208,2.31056,-14.5983
8387,3.52744,2.26357,-14.558
8388,3.59969,2.22358,-14.5517
8389,3.28465,2.24608,-14.4489
8390,3.40089,2.26278,-14.4848
8391,3.36862,2.23579,-14.4277
8392,3.2115,2.20454,-14.3937
8393,3.74111,2.07362,-14.382
8394,3.69959,2.11943,-14.4326
8395,3.77725,2.0296,-14.3351
8396,3.80836,1.98663,-14.2924
8397,3.82106,1.90536,-14.4682
8398,3.8278,1.91764,-14.3912
8399,3.83258,1.93155,-14.3206
8400,3.8247,1.85461,-14.4983
8401,3.24019,0.51349,-14.8618
8402,3.59326,1.27105,-15.0215
8403,3.62031,1.36807,-15.0128
8404,3.34218,0.82275,-14.7719
8405,3.40036,0.91846,-14.8113
8406,3.5356,1.19484,-14.9068
8407,3.48579,1.06093,-14.8925
8408,3.81091,1.77326,-14.5585
8409,3.77911,1.72829,-14.6428
8410,3.7506,1.71996,-14.7631
8411,3.721,1.66971,-14.8421
8412,3.69292,1.60841,-14.897
8413,3.66954,1.54753,-14.9484
8414,3.64719,1.46794,-14.9913
8415,3.28389,0.68931,-14.7778
8416,3.26284,0.61169,-14.81
8417,3.28849,0.75488,-14.7265
8418,3.14299,0.25253,-14.9525
8419,3.15799,0.36388,-14.8745
8420,3.1852,0.46664,-14.82
8421,3.09821,0.2112,-14.9395
8422,3.0584,0.18554,-14.9227
8423,2.87086,0.01695,-14.9466
8424,2.92166,0.10295,-14.8853
8425,2.97204,0.18894,-14.8351
8426,2.63564,-0.10352,-14.9702
8427,2.70854,-0.04521,-14.9289
8428,2.48115,-0.08939,-14.9209
8429,2.56263,-0.03721,-14.8645
8430,2.25129,0.07385,-14.7125
8431,2.30597,0.02128,-14.7805
8432,2.3772,-0.04826,-14.8703
8433,1.87554,0.65565,-14.0423
8434,1.88866,0.59594,-14.0867
8435,1.83691,0.56062,-14.0944
8436,1.97072,0.26161,-14.4712
8437,2.042,0.16508,-14.5986
8438,2.19636,0.13254,-14.6339
8439,1.9396,0.44003,-14.2449
8440,2.01805,0.30481,-14.4094
8441,2.0569,0.34936,-14.3618
8442,2.01021,1.70824,-13.8901
8443,1.84751,0.98301,-13.8692
8444,1.85477,1.45915,-13.7942
8445,1.78387,1.11053,-13.7937
8446,1.82467,1.30891,-13.7919
8447,1.90777,1.57181,-13.8215
8448,1.9721,1.59519,-13.8679
8449,1.90822,0.72615,-14.0169
8450,1.96125,0.80797,-14.0012
8451,1.97377,0.90821,-13.9665
8452,1.91635,0.979,-13.9131
8453,1.9777,0.99099,-13.9392
8454,2.16869,1.90921,-14.0159
8455,2.10052,1.76483,-13.9581
8456,2.99166,2.21702,-14.4573
8457,2.87122,2.13049,-14.3674
8458,3.04294,2.19686,-14.4291
8459,3.09749,2.14705,-14.3332
8460,3.0739,2.16794,-14.3822
8461,2.30991,1.94685,-14.1233
8462,2.73321,2.0999,-14.3291
8463,2.46671,2.14963,-14.2914
8464,2.35509,2.13477,-14.1821
8465,2.33664,2.06947,-14.1541
8466,2.40489,2.15826,-14.2426
8467,2.52983,2.1219,-14.3016
8468,2.62449,2.10736,-14.3159
8469,2.36699,2.00788,-14.1677
8470,2.21871,1.87895,-14.0536
8471,3.19021,2.1657,-14.3152
8472,3.64617,2.17164,-14.4794
8473,3.48094,2.25214,-14.4963
8474,3.56712,2.2148,-14.4803
8475,3.32051,2.21296,-14.3804
8476,3.44816,2.22704,-14.42
8477,3.40539,2.20332,-14.3459
8478,3.28094,2.18731,-14.3236
8479,3.73751,2.0727,-14.3045
8480,3.69675,2.11329,-14.3479
8481,3.6507,2.15121,-14.3857
8482,3.77345,2.03306,-14.2624
8483,3.80522,1.99326,-14.2195
8484,3.83542,1.94321,-14.2489
8485,3.83644,1.85591,-14.4188
8486,3.84585,1.87134,-14.3467
8487,3.85481,1.88625,-14.2745
8488,3.83165,1.80415,-14.4685
8489,3.80509,1.69907,-14.5042
8490,3.21071,0.56961,-14.7634
8491,3.57825,1.30516,-14.9125
8492,3.6122,1.40261,-14.8924
8493,3.56216,1.28795,-14.8282
8494,3.33387,0.85235,-14.7235
8495,3.40094,0.96657,-14.7616
8496,3.51944,1.19221,-14.8292
8497,3.46615,1.08243,-14.8059
8498,3.79104,1.6191,-14.456
8499,3.76902,1.64629,-14.5712
8500,3.7402,1.6496,-14.6908
8501,3.71674,1.63422,-14.7785
8502,3.68284,1.56823,-14.8177
8503,3.64123,1.4794,-14.8445
8504,3.23799,0.67704,-14.7061
8505,3.2748,0.78284,-14.6646
8506,3.11307,0.3491,-14.827
8507,3.13761,0.46198,-14.7517
8508,3.16364,0.54467,-14.7098
8509,3.0662,0.31956,-14.7995
8510,3.01847,0.26333,-14.8031
8511,2.77709,0.05293,-14.845
8512,2.83886,0.15938,-14.7597
8513,2.90387,0.26404,-14.6951
8514,2.6355,0.01919,-14.8178
8515,2.49614,0.00289,-14.807
8516,2.33411,0.08923,-14.6906
8517,2.42756,0.03941,-14.7571
8518,2.70387,0.09603,-14.7546
8519,1.97081,0.63052,-14.092
8520,1.97126,0.59055,-14.1196
8521,1.98694,0.55939,-14.1481
8522,2.02862,0.50711,-14.2032
8523,2.13379,0.22365,-14.5117
8524,2.30417,0.17679,-14.5776
8525,2.11275,0.4101,-14.3083
8526,2.15987,0.28222,-14.44
8527,2.17361,0.33361,-14.3869
8528,2.04375,1.63766,-13.9161
8529,1.88115,1.08977,-13.868
8530,1.92009,1.45279,-13.8446
8531,1.89777,1.27416,-13.8512
8532,2.00398,1.4833,-13.8965
8533,2.0257,0.93748,-13.9754
8534,2.00362,0.71661,-14.0553
8535,2.02717,0.84504,-14.0098
8536,2.04195,1.00199,-13.9608
8537,1.94042,1.07907,-13.9041
8538,2.00359,1.07834,-13.9335
8539,2.06139,1.07021,-13.9556
8540,2.21426,1.79958,-14.0386
8541,2.1359,1.69934,-13.9763
8542,2.78091,2.06462,-14.2933
8543,3.11029,2.12549,-14.2666
8544,3.03647,2.10423,-14.2727
8545,2.91732,2.10204,-14.3269
8546,2.98855,2.10324,-14.3038
8547,2.3063,1.88375,-14.1095
8548,2.37673,1.94179,-14.1576
8549,2.66556,2.04966,-14.2698
8550,2.43863,2.07059,-14.2238
8551,2.55761,2.05531,-14.2537
8552,2.4396,1.98105,-14.1887
8553,2.31242,1.8255,-14.099
8554,2.25151,1.75065,-14.0477
8555,3.24613,2.15275,-14.2376
8556,3.17511,2.13406,-14.2343
8557,3.5926,2.18314,-14.4047
8558,3.52151,2.20988,-14.4133
8559,3.36289,2.1804,-14.2762
8560,3.47534,2.19053,-14.3184
8561,3.32222,2.15724,-14.2107
8562,3.73551,2.06674,-14.2395
8563,3.69688,2.10107,-14.2666
8564,3.65904,2.13287,-14.3111
8565,3.61479,2.15566,-14.3175
8566,3.76206,2.03691,-14.1936
8567,3.83667,1.94911,-14.1696
8568,3.79881,1.99615,-14.1451
8569,3.86591,1.89162,-14.1912
8570,3.8486,1.80544,-14.3708
8571,3.86348,1.82385,-14.2962
8572,3.88422,1.82895,-14.2069
8573,3.81085,1.59612,-14.3717
8574,3.82461,1.65814,-14.3916
8575,3.83791,1.73742,-14.4079
8576,3.18713,0.63095,-14.6577
8577,3.78402,1.54803,-14.3895
8578,3.5914,1.35989,-14.7983
8579,3.55069,1.27472,-14.7536
8580,3.51351,1.20225,-14.755
8581,3.33381,0.89309,-14.6687
8582,3.40054,1.00349,-14.7048
8583,3.46324,1.11048,-14.7412
8584,3.75427,1.56164,-14.4932
8585,3.72528,1.57037,-14.6107
8586,3.69692,1.56412,-14.7242
8587,3.65277,1.48142,-14.7448
8588,3.60784,1.39175,-14.7337
8589,3.21662,0.7209,-14.6093
8590,3.26473,0.81767,-14.5901
8591,3.14878,0.60445,-14.6195
8592,3.08617,0.47339,-14.6669
8593,3.1202,0.54944,-14.6341
8594,3.02735,0.41372,-14.6574
8595,2.9675,0.35137,-14.6588
8596,2.77085,0.20126,-14.6676
8597,2.84023,0.31409,-14.5882
8598,2.56743,0.0911,-14.7114
8599,2.41186,0.12579,-14.6483
8600,2.49115,0.10785,-14.6779
8601,2.64451,0.15931,-14.6543
8602,2.09471,0.73284,-14.0697
8603,2.0622,0.65794,-14.1013
8604,2.04009,0.598,-14.1357
8605,2.08494,0.5635,-14.1717
8606,2.1485,0.53167,-14.2022
8607,2.18084,0.4696,-14.2572
8608,2.29765,0.24743,-14.4915
8609,2.42706,0.19716,-14.5632
8610,2.24386,0.38662,-14.3399
8611,2.29274,0.30881,-14.4225
8612,2.09551,1.59884,-13.9464
8613,2.09234,1.51304,-13.9423
8614,1.95634,1.2565,-13.8905
8615,2.04699,1.3908,-13.9252
8616,2.08165,0.92703,-13.9944
8617,2.08739,0.82418,-14.0316
8618,2.1056,1.00772,-13.9767
8619,2.01186,1.21889,-13.9227
8620,2.06689,1.17365,-13.9475
8621,2.11641,1.09718,-13.9668
8622,2.18912,1.66598,-13.9992
8623,2.16045,1.58806,-13.9774
8624,2.72069,2.0117,-14.2351
8625,2.82533,2.0357,-14.2516
8626,3.13366,2.10436,-14.1732
8627,3.05707,2.08749,-14.2049
8628,2.97998,2.06911,-14.2311
8629,2.91038,2.05535,-14.252
8630,2.37913,1.86899,-14.1388
8631,2.42767,1.9114,-14.1633
8632,2.61751,2.00006,-14.2203
8633,2.52106,1.99877,-14.2084
8634,2.49013,1.92115,-14.1738
8635,2.67744,1.96141,-14.1893
8636,2.35449,1.78466,-14.1026
8637,2.29775,1.7043,-14.0533
8638,2.24886,1.63783,-14.0193
8639,3.27427,2.12271,-14.1103
8640,3.20527,2.11507,-14.1377
8641,3.54877,2.17209,-14.301
8642,3.42995,2.15888,-14.1994
8643,3.38346,2.13566,-14.1182
8644,3.7106,2.07712,-14.1902
8645,3.65757,2.11801,-14.2339
8646,3.60998,2.12784,-14.2016
8647,3.74571,2.03904,-14.1295
8648,3.87721,1.88944,-14.0946
8649,3.79424,1.99084,-14.0703
8650,3.83895,1.94714,-14.0834
8651,3.91117,1.81722,-14.0965
8652,3.86319,1.75661,-14.3129
8653,3.88988,1.76114,-14.2209
8654,3.82233,1.55704,-14.3066
8655,3.84188,1.61826,-14.3103
8656,3.85556,1.6866,-14.3172
8657,3.16285,0.6697,-14.5641
8658,3.803,1.50243,-14.297
8659,3.75174,1.48231,-14.3868
8660,3.32759,0.92115,-14.6031
8661,3.55985,1.29669,-14.7013
8662,3.50826,1.20522,-14.6804
8663,3.39431,1.02388,-14.6379
8664,3.45482,1.11816,-14.6672
8665,3.71299,1.49559,-14.5199
8666,3.67328,1.48097,-14.6324
8667,3.61984,1.39404,-14.6464
8668,3.25746,0.84381,-14.5204
8669,3.19162,0.74642,-14.5138
8670,3.11469,0.61499,-14.5465
8671,3.07641,0.55931,-14.5528
8672,3.03636,0.50709,-14.5615
8673,2.97891,0.459,-14.5515
8674,2.91075,0.40386,-14.5471
8675,2.71243,0.24189,-14.5883
8676,2.7819,0.34144,-14.5169
8677,2.51944,0.20265,-14.5688
8678,2.58776,0.23594,-14.5446
8679,2.15489,0.81195,-14.0421
8680,2.15922,0.73629,-14.0728
8681,2.13561,0.67806,-14.1
8682,2.11404,0.62059,-14.1333
8683,2.16082,0.58445,-14.1615
8684,2.21156,0.55535,-14.1833
8685,2.24261,0.51341,-14.2182
8686,2.29805,0.45601,-14.2734
8687,2.43622,0.29139,-14.4553
8688,2.36819,0.37896,-14.3548
8689,2.1576,1.52345,-13.9719
8690,2.1263,1.44921,-13.957
8691,2.10187,1.32668,-13.9511
8692,2.15454,0.9245,-14.0042
8693,2.16632,1.01543,-13.9829
8694,2.13345,1.21023,-13.963
8695,2.17554,1.10528,-13.9729
8696,2.22414,1.5696,-14.0013
8697,2.76809,1.9814,-14.1935
8698,2.85427,2.00549,-14.1935
8699,3.09264,2.07187,-14.1084
8700,3.01265,2.05308,-14.1543
8701,2.93156,2.02877,-14.1812
8702,2.72521,1.93172,-14.1501
8703,2.43155,1.83721,-14.1386
8704,2.58186,1.93143,-14.1749
8705,2.49945,1.83054,-14.1297
8706,2.64713,1.89748,-14.1403
8707,2.69338,1.88065,-14.109
8708,2.40812,1.72466,-14.0858
8709,2.33923,1.64939,-14.0462
8710,2.29352,1.59992,-14.0243
8711,3.3321,2.1148,-14.0548
8712,3.22143,2.08916,-14.0235
8713,3.16041,2.07946,-14.048
8714,3.49171,2.14056,-14.1534
8715,3.43732,2.10636,-14.0207
8716,3.68015,2.07802,-14.1226
8717,3.55542,2.11709,-14.1117
8718,3.74219,2.0245,-14.051
8719,3.87504,1.89461,-14.0189
8720,3.9159,1.82549,-13.9982
8721,3.79522,1.97438,-14.0006
8722,3.84086,1.93559,-14.0014
8723,3.84833,1.52647,-14.2264
8724,3.92878,1.73958,-14.0999
8725,3.88816,1.68936,-14.2272
8726,3.86929,1.57548,-14.2206
8727,3.87413,1.63621,-14.2434
8728,3.95356,1.73839,-13.9881
8729,3.12356,0.67246,-14.4819
8730,3.85075,1.47951,-14.1784
8731,3.85091,1.42457,-14.1167
8732,3.7954,1.44573,-14.2484
8733,3.74859,1.40865,-14.2923
8734,3.70957,1.43136,-14.4195
8735,3.32245,0.93807,-14.5358
8736,3.38744,1.03069,-14.5629
8737,3.56711,1.30271,-14.6307
8738,3.50916,1.21055,-14.6126
8739,3.44916,1.12023,-14.5926
8740,3.67166,1.42666,-14.518
8741,3.62654,1.37581,-14.5549
8742,3.32151,0.94823,-14.4616
8743,3.25819,0.8642,-14.4575
8744,3.19501,0.78346,-14.4486
8745,3.13271,0.7141,-14.426
8746,3.07034,0.61311,-14.4711
8747,3.03073,0.56326,-14.4792
8748,2.99326,0.51736,-14.4933
8749,2.93638,0.49394,-14.4629
8750,2.85585,0.44947,-14.4468
8751,2.65539,0.29409,-14.5002
8752,2.72219,0.35915,-14.4604
8753,2.78253,0.43674,-14.4079
8754,2.5299,0.3173,-14.437
8755,2.22376,0.85099,-14.0241
8756,2.22089,0.76321,-14.0577
8757,2.21046,0.69512,-14.0896
8758,2.19071,0.63919,-14.1228
8759,2.23934,0.60067,-14.1461
8760,2.28566,0.55954,-14.1752
8761,2.33514,0.51452,-14.2135
8762,2.39346,0.4582,-14.2705
8763,2.46287,0.39085,-14.3461
8764,2.20352,1.49234,-13.9867
8765,2.17791,1.40651,-13.9741
8766,2.16616,1.30627,-13.9684
8767,2.2222,0.94111,-13.9965
8768,2.2245,1.02703,-13.979
8769,2.18838,1.20262,-13.969
8770,2.23231,1.11868,-13.9687
8771,2.28092,1.53515,-14.0068
8772,2.8052,1.95557,-14.1421
8773,2.88285,1.9837,-14.1307
8774,3.04007,2.0359,-14.0576
8775,2.9623,2.01456,-14.1105
8776,2.76031,1.90597,-14.1004
8777,2.50025,1.73726,-14.0682
8778,2.57238,1.82684,-14.1048
8779,2.6373,1.82329,-14.0763
8780,2.70761,1.84735,-14.0589
8781,2.45535,1.65454,-14.0368
8782,2.40459,1.61661,-14.0329
8783,2.35116,1.57166,-14.0177
8784,3.38046,2.08824,-13.9589
8785,3.26454,2.08188,-13.9687
8786,3.18181,2.05194,-13.9242
8787,3.10816,2.0416,-13.972
8788,3.69179,2.03711,-14.0
8789,3.49551,2.08664,-13.9779
8790,3.62251,2.0795,-14.0493
8791,3.42895,2.06085,-13.8826
8792,3.76253,1.98395,-13.9582
8793,3.88558,1.86816,-13.9418
8794,3.93369,1.78474,-13.9138
8795,3.83169,1.92356,-13.9305
8796,3.9012,1.52418,-14.1195
8797,3.93179,1.65709,-14.1038
8798,3.91317,1.59824,-14.1376
8799,3.91259,1.46536,-14.0434
8800,3.91029,1.40606,-13.9829
8801,3.96941,1.6456,-13.9868
8802,3.97261,1.69171,-13.9094
8803,3.94443,1.75351,-13.852
8804,3.07327,0.65591,-14.407
8805,3.90155,1.35735,-13.9292
8806,3.85501,1.37417,-14.0456
8807,3.85458,1.33782,-13.9877
8808,3.79782,1.38725,-14.1674
8809,3.806,1.33821,-14.0807
8810,3.75029,1.34538,-14.1957
8811,3.7066,1.36654,-14.3189
8812,3.67654,1.38338,-14.4205
8813,3.38539,1.03334,-14.487
8814,3.44895,1.12075,-14.5229
8815,3.57282,1.295,-14.5521
8816,3.51201,1.20824,-14.5433
8817,3.63617,1.345,-14.4545
8818,3.38956,1.03567,-14.4185
8819,3.32196,0.95227,-14.3873
8820,3.25546,0.8727,-14.3867
8821,3.20504,0.80996,-14.4001
8822,3.14713,0.74942,-14.374
8823,3.08615,0.69277,-14.3509
8824,3.02278,0.60639,-14.4039
8825,2.97775,0.5559,-14.4212
8826,2.83208,0.5062,-14.355
8827,2.90909,0.53321,-14.383
8828,2.72193,0.42955,-14.3782
8829,2.59794,0.35687,-14.4053
8830,2.66278,0.39329,-14.3879
8831,2.75373,0.48361,-14.3298
8832,2.53441,0.41403,-14.3244
8833,2.28302,0.86032,-14.0075
8834,2.28876,0.77614,-14.0389
8835,2.28529,0.70906,-14.0702
8836,2.26869,0.65386,-14.1052
8837,2.31901,0.61211,-14.1256
8838,2.36518,0.56803,-14.1565
8839,2.41435,0.52097,-14.1987
8840,2.47064,0.4687,-14.256
8841,2.25717,1.45571,-13.9897
8842,2.2298,1.36696,-13.9758
8843,2.21529,1.28038,-13.9694
8844,2.28184,0.95307,-13.9796
8845,2.27922,1.05577,-13.9632
8846,2.24988,1.21482,-13.9627
8847,2.29024,1.15118,-13.9527
8848,2.33474,1.48767,-13.9885
8849,2.4854,1.62604,-14.0003
8850,2.51678,1.6673,-14.0087
8851,3.04909,2.00736,-13.9346
8852,2.83534,1.93507,-14.0829
8853,2.91017,1.96861,-14.0626
8854,2.98321,1.99802,-14.0241
8855,2.78186,1.88244,-14.0398
8856,2.58086,1.7385,-14.0226
8857,2.66439,1.78635,-14.0051
8858,2.73224,1.83157,-14.0024
8859,2.457,1.58806,-13.992
8860,2.41254,1.52585,-13.9772
8861,3.31415,2.06856,-13.9092
8862,3.35969,2.04401,-13.8344
8863,3.22271,2.03612,-13.8488
8864,3.11686,2.00482,-13.8287
8865,3.40513,2.01945,-13.7779
8866,3.64113,2.03111,-13.924
8867,3.71577,1.99033,-13.9034
8868,3.56073,2.05869,-13.9327
8869,3.47977,2.03916,-13.843
8870,3.79614,1.92928,-13.8768
8871,3.88038,1.84691,-13.8534
8872,3.96425,1.53837,-13.9892
8873,3.96263,1.45059,-13.9223
8874,3.94823,1.39019,-13.8674
8875,3.9127,1.78274,-13.7902
8876,3.98946,1.59764,-13.9047
8877,3.97967,1.66664,-13.846
8878,3.95175,1.71949,-13.7899
8879,3.92571,1.74495,-13.7554
8880,3.02945,0.64394,-14.3407
8881,3.91701,1.34642,-13.8356
8882,3.87155,1.31699,-13.9056
8883,3.81807,1.30171,-13.9908
8884,3.75954,1.29642,-14.0972
8885,3.70392,1.30347,-14.2191
8886,3.66192,1.32031,-14.3411
8887,3.45326,1.11722,-14.4531
8888,3.58012,1.26968,-14.4513
8889,3.51769,1.19815,-14.4664
8890,3.61488,1.2644,-14.344
8891,3.46478,1.11187,-14.3759
8892,3.40084,1.03756,-14.3514
8893,3.32941,0.95725,-14.323
8894,3.25069,0.87316,-14.3165
8895,3.18534,0.80059,-14.3354
8896,3.118,0.73768,-14.3022
8897,3.05574,0.68544,-14.2844
8898,2.79823,0.53243,-14.2855
8899,2.96725,0.59615,-14.3416
8900,2.88248,0.56077,-14.3123
8901,2.67248,0.45928,-14.3126
8902,2.59994,0.43525,-14.3109
8903,2.70798,0.50871,-14.2598
8904,2.539,0.47845,-14.2437
8905,2.33554,0.8653,-13.9832
8906,2.347,0.7887,-14.0111
8907,2.3552,0.72075,-14.0422
8908,2.34646,0.6644,-14.0794
8909,2.39618,0.61894,-14.1005
8910,2.43988,0.57143,-14.1368
8911,2.48674,0.5245,-14.1845
8912,2.30965,1.40442,-13.9704
8913,2.27941,1.31187,-13.9613
8914,2.33959,0.9348,-13.9574
8915,2.32524,1.01574,-13.948
8916,2.32969,1.10293,-13.9365
8917,2.31714,1.24808,-13.9447
8918,2.3442,1.19148,-13.9281
8919,2.38713,1.44046,-13.9496
8920,2.51783,1.61265,-13.9629
8921,2.58016,1.67164,-13.9514
8922,3.03694,1.97383,-13.8285
8923,2.98734,1.97341,-13.9249
8924,2.85344,1.91559,-14.0131
8925,2.92309,1.95,-13.9828
8926,2.79282,1.85718,-13.9677
8927,2.65034,1.73506,-13.9374
8928,2.72581,1.79613,-13.9368
8929,2.4934,1.55704,-13.9352
8930,2.46403,1.48988,-13.9141
8931,3.37837,1.9822,-13.6966
8932,3.32755,2.00156,-13.7362
8933,3.2764,2.02171,-13.7926
8934,3.17401,1.99009,-13.7511
8935,3.07609,1.95934,-13.7364
8936,3.45091,1.99671,-13.74
8937,3.5936,2.00998,-13.8381
8938,3.74238,1.9422,-13.8298
8939,3.66574,1.98566,-13.841
8940,3.5224,2.01103,-13.7993
8941,3.81423,1.88193,-13.8046
8942,3.86211,1.82104,-13.7629
8943,3.9492,1.39628,-13.7844
8944,3.99207,1.51239,-13.8809
8945,3.98044,1.44484,-13.8322
8946,3.91283,1.35382,-13.7553
8947,3.8961,1.76374,-13.7255
8948,3.99256,1.58336,-13.8304
8949,3.97067,1.64906,-13.7662
8950,3.93475,1.70586,-13.7233
8951,2.99662,0.64213,-14.2765
8952,3.87347,1.29553,-13.816
8953,3.84861,1.24326,-13.7454
8954,3.82407,1.26786,-13.902
8955,3.77007,1.25005,-13.987
8956,3.7099,1.24291,-14.0949
8957,3.65479,1.25087,-14.2235
8958,3.5232,1.17216,-14.3664
8959,3.56787,1.19571,-14.3042
8960,3.47299,1.09703,-14.2962
8961,3.4159,1.03625,-14.2794
8962,3.34616,0.96494,-14.2612
8963,3.26073,0.88225,-14.2562
8964,3.17076,0.79586,-14.2583
8965,3.0941,0.72986,-14.2315
8966,3.02919,0.68147,-14.2177
8967,2.76728,0.55081,-14.2158
8968,2.85153,0.5758,-14.243
8969,2.92986,0.60621,-14.2655
8970,2.61336,0.49368,-14.2326
8971,2.68512,0.53594,-14.184
8972,2.55342,0.52961,-14.1679
8973,2.38025,0.87174,-13.9502
8974,2.39337,0.80601,-13.9722
8975,2.40916,0.74047,-14.0008
8976,2.42495,0.67493,-14.04
8977,2.46817,0.61966,-14.0728
8978,2.50914,0.57256,-14.1145
8979,2.37928,0.92972,-13.9295
8980,2.36224,1.34777,-13.9337
8981,2.37518,1.27439,-13.9119
8982,2.36834,0.99294,-13.9222
8983,2.36954,1.07157,-13.9103
8984,2.375,1.15142,-13.9024
8985,2.38591,1.22066,-13.8964
8986,2.43879,1.41324,-13.8938
8987,2.63748,1.67739,-13.8779
8988,2.56585,1.61117,-13.9037
8989,2.97819,1.94269,-13.8308
8990,2.9977,1.92658,-13.7398
8991,2.92484,1.92071,-13.8746
8992,2.86066,1.88991,-13.9233
8993,2.79645,1.82304,-13.8675
8994,2.72072,1.74791,-13.844
8995,2.53659,1.54489,-13.8739
8996,2.50798,1.47336,-13.8499
8997,3.42428,1.95751,-13.6611
8998,3.3676,1.94892,-13.6391
8999,3.31427,1.96016,-13.6569
9000,3.23918,1.97034,-13.6866
9001,3.12911,1.94259,-13.6695
9002,3.03418,1.91217,-13.661
9003,3.88449,1.30631,-13.7196
9004,3.49396,1.96122,-13.6939
9005,3.7531,1.89709,-13.7633
